"SITE_ID","YEAR","WEEK","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"ALH157","2015.0","21.0","05/19/2015 09:00:00","05/26/2015 08:00:00","1.032","1.31","0.79","1.536","2.302","0.51","0.519","0.056","0.074","0.066","0.033"
"BVL130","2015.0","22.0","05/26/2015 09:00:00","06/02/2015 08:00:00","0.86","1.411","0.653","1.092","1.728","0.596","0.24","0.035","0.051","0.044","0.034"
"ALH157","2015.0","22.0","05/26/2015 09:00:00","06/02/2015 08:00:00","0.664","1.523","0.631","0.796","1.414","0.624","0.168","0.03","0.026","0.061","0.033"
"STK138","2015.0","22.0","05/26/2015 09:00:00","06/02/2015 08:00:00","0.751","0.831","0.436","0.985","1.406","0.361","0.228","0.018","0.083","0.054","0.033"
"ALH157","2016.0","19.0","05/03/2016 09:00:00","05/10/2016 08:00:00","1.047","1.075","0.662","1.08","1.724","0.446","0.677","0.028","0.071","0.069","0.033"
"STK138","2016.0","19.0","05/03/2016 09:00:00","05/10/2016 08:00:00","0.313","0.74","0.995","0.841","1.822","0.384","0.809","0.012","0.188","0.085","0.033"
"BVL130","2016.0","19.0","05/03/2016 09:00:00","05/10/2016 08:00:00","0.407","1.065","0.814","1.446","2.237","0.465","0.637","0.022","0.087","0.058","0.034"
"BVL130","2016.0","20.0","05/10/2016 09:00:00","05/17/2016 08:00:00","0.397","0.885","0.359","0.785","1.131","0.361","0.187","0.022","0.03","0.042","0.034"
"ALH157","2016.0","20.0","05/10/2016 09:00:00","05/17/2016 08:00:00","0.474","1.141","0.482","0.724","1.195","0.451","0.229","0.047","0.033","0.066","0.032"
"STK138","2016.0","20.0","05/10/2016 09:00:00","05/17/2016 08:00:00","0.807","0.961","1.553","1.025","2.561","0.648","0.473","0.012","0.109","0.054","0.033"
"ALH157","2016.0","21.0","05/17/2016 09:00:00","05/24/2016 08:00:00","0.998","1.397","0.703","1.608","2.285","0.601","0.604","0.017","0.095","0.058","0.033"
"STK138","2016.0","21.0","05/17/2016 09:00:00","05/24/2016 08:00:00","0.939","1.197","0.594","2.526","3.079","0.558","0.858","0.022","0.309","0.064","0.033"
"BVL130","2016.0","21.0","05/17/2016 09:00:00","05/24/2016 08:00:00","1.158","1.3","0.823","2.188","2.976","0.585","0.747","0.023","0.131","0.062","0.033"
"ALH157","2016.0","22.0","05/24/2016 09:00:00","05/31/2016 08:00:00","1.166","1.307","0.4","1.021","1.405","0.49","0.205","0.066","0.034","0.083","0.033"
"BVL130","2016.0","22.0","05/24/2016 09:00:00","05/31/2016 08:00:00","0.704","1.278","0.445","1.232","1.657","0.5","0.237","0.085","0.042","0.067","0.033"
"STK138","2016.0","22.0","05/24/2016 09:00:00","05/31/2016 08:00:00","0.625","1.041","0.704","0.916","1.605","0.416","0.704","0.048","0.21","0.069","0.037"
"ALH157","2016.0","23.0","05/31/2016 09:00:00","06/07/2016 08:00:00","0.86","1.092","0.454","1.36","1.792","0.436","0.601","0.024","0.054","0.064","0.033"
"BVL130","2016.0","23.0","05/31/2016 09:00:00","06/07/2016 08:00:00","0.889","1.549","0.576","1.553","2.105","0.476","0.644","0.024","0.104","0.051","0.121"
"STK138","2016.0","23.0","05/31/2016 09:00:00","06/07/2016 08:00:00","0.409","0.743","0.452","0.974","1.41","0.316","0.609","0.016","0.141","0.051","0.029"
"BVL130","2017.0","18.0","05/02/2017 09:00:00","05/09/2017 08:00:00","0.837","0.807","0.523","1.115","1.621","0.34","0.262","0.022","0.059","0.042","0.034"
"ALH157","2017.0","18.0","05/02/2017 09:00:00","05/09/2017 08:00:00","","","","","","","","","","",""
"STK138","2017.0","18.0","05/02/2017 09:00:00","05/09/2017 08:00:00","0.706","0.778","0.715","0.983","1.683","0.428","0.409","0.021","0.182","0.054","0.033"
"ALH157","2017.0","19.0","05/09/2017 09:00:00","05/16/2017 08:00:00","1.503","2.063","0.843","1.639","2.456","0.801","0.558","0.061","0.095","0.083","0.034"
"BVL130","2017.0","19.0","05/09/2017 09:00:00","05/16/2017 08:00:00","1.008","1.841","1.223","3.267","4.438","0.692","0.663","0.044","0.122","0.069","0.034"
"STK138","2017.0","19.0","05/09/2017 09:00:00","05/16/2017 08:00:00","0.951","1.64","1.077","3.217","4.243","0.605","0.856","0.025","0.213","0.102","0.033"
"STK138","2017.0","20.0","05/16/2017 09:00:00","05/23/2017 08:00:00","0.58","1.037","0.718","0.53","1.24","0.417","0.36","0.031","0.075","0.08","0.034"
"BVL130","2017.0","20.0","05/16/2017 09:00:00","05/23/2017 08:00:00","0.594","1.478","0.69","0.9","1.576","0.574","0.273","0.102","0.055","0.061","0.033"
"ALH157","2017.0","20.0","05/16/2017 09:00:00","05/23/2017 08:00:00","1.043","1.848","1.002","0.866","1.855","0.619","0.512","0.172","0.09","0.098","0.041"
"STK138","2017.0","21.0","05/23/2017 09:00:00","05/30/2017 08:00:00","0.551","1.215","0.404","1.605","1.984","0.491","0.305","0.011","0.083","0.057","0.033"
"ALH157","2017.0","21.0","05/23/2017 09:00:00","05/30/2017 08:00:00","1.023","1.399","0.684","1.369","2.032","0.528","0.419","0.078","0.056","0.078","0.033"
"BVL130","2017.0","21.0","05/23/2017 09:00:00","05/30/2017 08:00:00","0.924","1.959","0.38","2.76","3.097","0.694","0.338","0.032","0.052","0.063","0.033"
"ALH157","2017.0","22.0","05/30/2017 09:00:00","06/06/2017 08:00:00","0.831","1.731","0.63","1.798","2.399","0.554","0.857","0.022","0.09","0.073","0.033"
"STK138","2017.0","22.0","05/30/2017 09:00:00","06/06/2017 08:00:00","2.047","0.833","0.702","1.328","2.009","0.378","1.474","0.021","0.289","0.069","0.033"
"BVL130","2017.0","22.0","05/30/2017 09:00:00","06/06/2017 08:00:00","1.074","1.397","0.836","1.753","2.561","0.555","1.248","0.024","0.157","0.065","0.033"
"ALH157","2018.0","18.0","05/01/2018 09:00:00","05/08/2018 08:00:00","0.78","1.417","0.901","1.175","2.058","0.58","0.54","0.126","0.1","0.112","0.033"
"BVL130","2018.0","18.0","05/01/2018 09:00:00","05/08/2018 08:00:00","0.757","1.332","0.802","1.563","2.34","0.596","0.531","0.084","0.108","0.07","0.033"
"ALH157","2018.0","19.0","05/08/2018 09:00:00","05/15/2018 08:00:00","0.997","1.996","1.084","1.436","2.497","0.714","0.86","0.24","0.121","0.138","0.036"
"BVL130","2018.0","19.0","05/08/2018 09:00:00","05/15/2018 08:00:00","0.817","1.8","1.425","2.206","3.596","0.703","0.679","0.127","0.123","0.105","0.033"
"ALH157","2018.0","20.0","05/15/2018 09:00:00","05/22/2018 08:00:00","","","","","","","","","","",""
"BVL130","2018.0","20.0","05/15/2018 09:00:00","05/22/2018 08:00:00","0.697","1.561","1.324","2.597","3.879","0.731","0.413","0.029","0.094","0.072","0.033"
"BVL130","2018.0","21.0","05/22/2018 09:00:00","05/29/2018 08:00:00","0.578","1.361","0.75","2.888","3.592","0.558","0.569","0.027","0.086","0.074","0.032"
"ALH157","2018.0","21.0","05/22/2018 09:00:00","05/29/2018 08:00:00","0.655","1.331","0.556","1.996","2.52","0.553","0.441","0.028","0.047","0.073","0.033"
"ALH157","2018.0","22.0","05/29/2018 09:00:00","06/05/2018 08:00:00","0.777","1.12","0.608","1.578","2.161","0.437","0.548","0.026","0.064","0.114","0.033"
"BVL130","2018.0","22.0","05/29/2018 09:00:00","06/05/2018 08:00:00","0.637","0.93","0.764","1.64","2.379","0.393","0.548","0.025","0.088","0.065","0.034"
"STK138","2019.0","19.0","05/07/2019 09:00:00","05/14/2019 08:00:00","0.354","0.521","0.679","0.8","1.466","0.345","0.205","0.021","0.074","0.08","0.05"
"ALH157","2019.0","19.0","05/07/2019 09:00:00","05/14/2019 08:00:00","0.397","1.115","0.845","0.882","1.713","0.576","0.209","0.019","0.035","0.066","0.034"
"BVL130","2019.0","19.0","05/07/2019 09:00:00","05/14/2019 08:00:00","0.447","0.957","0.975","1.2","2.156","0.519","0.279","0.024","0.066","0.061","0.034"
"BVL130","2019.0","20.0","05/14/2019 09:00:00","05/21/2019 08:00:00","0.627","1.475","0.666","1.06","1.709","0.66","0.39","0.042","0.066","0.072","0.033"
"ALH157","2019.0","20.0","05/14/2019 09:00:00","05/21/2019 08:00:00","0.938","1.558","0.585","1.063","1.631","0.659","0.434","0.044","0.063","0.08","0.033"
"STK138","2019.0","20.0","05/14/2019 09:00:00","05/21/2019 08:00:00","0.459","0.911","0.916","0.818","1.721","0.422","0.433","0.017","0.159","0.053","0.033"
"STK138","2019.0","21.0","05/21/2019 09:00:00","05/28/2019 08:00:00","0.375","0.76","0.749","0.595","1.335","0.296","0.371","0.071","0.094","0.072","0.033"
"ALH157","2019.0","21.0","05/21/2019 09:00:00","05/28/2019 08:00:00","0.665","1.698","0.876","0.641","1.506","0.569","0.277","0.332","0.072","0.103","0.065"
"BVL130","2019.0","21.0","05/21/2019 09:00:00","05/28/2019 08:00:00","0.591","1.396","0.652","1.16","1.794","0.475","0.252","0.205","0.056","0.082","0.036"
"ALH157","2019.0","22.0","05/28/2019 09:00:00","06/04/2019 08:00:00","0.811","1.133","0.925","0.822","1.734","0.532","0.608","0.139","0.081","0.102","0.035"
"STK138","2019.0","22.0","05/28/2019 09:00:00","06/04/2019 08:00:00","0.433","0.704","0.758","0.751","1.497","0.406","0.641","0.018","0.155","0.095","0.033"
"BVL130","2019.0","22.0","05/28/2019 09:00:00","06/04/2019 08:00:00","0.794","1.184","0.874","1.403","2.254","0.56","0.547","0.098","0.1","0.103","0.117"
"ALH157","2020.0","19.0","05/05/2020 09:00:00","05/12/2020 08:00:00","0.317","0.637","0.477","1.084","1.544","0.283","0.423","0.011","0.055","0.036","0.035"
"STK138","2020.0","19.0","05/05/2020 09:00:00","05/12/2020 08:00:00","0.289","0.531","0.584","0.713","1.285","0.309","0.557","0.024","0.149","0.038","0.034"
"BVL130","2020.0","19.0","05/05/2020 09:00:00","05/12/2020 08:00:00","0.355","0.58","0.601","0.968","1.554","0.31","0.327","0.014","0.08","0.031","0.034"
"STK138","2020.0","20.0","05/12/2020 09:00:00","05/19/2020 08:00:00","0.261","0.683","0.962","0.78","1.73","0.381","0.312","0.021","0.089","0.048","0.033"
"ALH157","2020.0","20.0","05/12/2020 09:00:00","05/19/2020 08:00:00","0.392","1.121","0.632","0.72","1.341","0.388","0.197","0.153","0.037","0.057","0.055"
"BVL130","2020.0","20.0","05/12/2020 09:00:00","05/19/2020 08:00:00","0.354","1.033","0.998","0.934","1.917","0.399","0.293","0.096","0.052","0.057","0.034"
"STK138","2020.0","21.0","05/19/2020 09:00:00","05/26/2020 08:00:00","0.464","1.055","0.496","1.71","2.179","0.371","0.193","0.071","0.068","0.074","0.034"
"BVL130","2020.0","21.0","05/19/2020 09:00:00","05/26/2020 08:00:00","0.352","1.145","0.362","1.204","1.547","0.43","0.15","0.075","0.031","0.056","0.033"
"ALH157","2020.0","21.0","05/19/2020 09:00:00","05/26/2020 08:00:00","","","","","","","","","","",""
"BVL130","2020.0","22.0","05/26/2020 09:00:00","06/02/2020 08:00:00","0.581","0.908","0.22","1.15","1.352","0.377","0.371","0.03","0.074","0.056","0.029"
"STK138","2020.0","22.0","05/26/2020 09:00:00","06/02/2020 08:00:00","0.435","0.766","0.311","0.743","1.042","0.316","0.378","0.031","0.097","0.072","0.033"
"ALH157","2020.0","22.0","05/26/2020 09:00:00","06/02/2020 08:00:00","","","","","","","","","","",""
"STK138","2015.0","23.0","06/02/2015 09:00:00","06/09/2015 08:00:00","0.647","2.002","0.63","1.764","2.366","0.797","0.593","0.016","0.201","0.064","0.034"
"BVL130","2015.0","23.0","06/02/2015 09:00:00","06/09/2015 08:00:00","1.024","2.858","0.483","2.254","2.701","0.912","0.489","0.019","0.086","0.049","0.034"
"ALH157","2015.0","23.0","06/02/2015 09:00:00","06/09/2015 08:00:00","0.646","2.915","0.617","2.311","2.891","1.002","0.37","0.021","0.047","0.064","0.033"
"STK138","2015.0","24.0","06/09/2015 09:00:00","06/16/2015 08:00:00","0.277","1.142","0.633","1.188","1.803","0.383","0.468","0.013","0.124","0.075","0.031"
"ALH157","2015.0","24.0","06/09/2015 09:00:00","06/16/2015 08:00:00","1.097","1.843","0.814","1.29","2.083","0.53","0.585","0.167","0.093","0.117","0.088"
"BVL130","2015.0","24.0","06/09/2015 09:00:00","06/16/2015 08:00:00","0.802","1.782","0.571","1.05","1.604","0.559","0.37","0.122","0.065","0.097","0.035"
"ALH157","2015.0","25.0","06/16/2015 09:00:00","06/23/2015 08:00:00","1.087","1.832","0.659","0.809","1.456","0.512","0.297","0.216","0.069","0.111","0.072"
"BVL130","2015.0","25.0","06/16/2015 09:00:00","06/23/2015 08:00:00","0.51","0.786","0.368","0.433","0.795","0.27","0.185","0.106","0.044","0.05","0.06"
"STK138","2015.0","25.0","06/16/2015 09:00:00","06/23/2015 08:00:00","0.662","1.285","0.332","1.275","1.587","0.352","0.318","0.047","0.13","0.066","0.033"
"STK138","2015.0","26.0","06/23/2015 09:00:00","06/30/2015 08:00:00","0.801","1.325","0.272","1.702","1.947","0.539","0.188","0.012","0.066","0.087","0.037"
"ALH157","2015.0","26.0","06/23/2015 09:00:00","06/30/2015 08:00:00","0.657","1.482","0.391","0.946","1.322","0.55","0.279","0.022","0.035","0.08","0.033"
"BVL130","2015.0","26.0","06/23/2015 09:00:00","06/30/2015 08:00:00","0.562","1.471","0.434","0.976","1.394","0.564","0.279","0.013","0.058","0.06","0.033"
"ALH157","2015.0","27.0","06/30/2015 09:00:00","07/07/2015 08:00:00","1.165","3.522","0.619","1.719","2.31","1.119","0.529","0.106","0.093","0.235","0.064"
"BVL130","2015.0","27.0","06/30/2015 09:00:00","07/07/2015 08:00:00","1.141","3.251","0.545","2.729","3.23","0.722","0.684","0.069","0.181","0.263","0.034"
"STK138","2015.0","27.0","06/30/2015 09:00:00","07/07/2015 08:00:00","0.59","1.681","0.879","0.939","1.803","0.734","0.767","0.019","0.227","0.166","0.034"
"ALH157","2016.0","24.0","06/07/2016 09:00:00","06/14/2016 08:00:00","0.86","1.655","0.838","1.764","2.574","0.503","1.212","0.026","0.149","0.098","0.032"
"BVL130","2016.0","24.0","06/07/2016 09:00:00","06/14/2016 08:00:00","0.912","1.253","0.727","1.795","2.493","0.536","0.857","0.022","0.138","0.063","0.032"
"STK138","2016.0","24.0","06/07/2016 09:00:00","06/14/2016 08:00:00","1.005","1.032","0.958","1.395","2.331","0.45","0.811","0.021","0.247","0.075","0.033"
"ALH157","2016.0","25.0","06/14/2016 09:00:00","06/21/2016 08:00:00","1.07","1.688","0.542","1.838","2.35","0.603","0.843","0.078","0.098","0.082","0.032"
"STK138","2016.0","25.0","06/14/2016 09:00:00","06/21/2016 08:00:00","0.837","1.289","0.394","1.742","2.108","0.537","0.851","0.021","0.224","0.059","0.032"
"BVL130","2016.0","25.0","06/14/2016 09:00:00","06/21/2016 08:00:00","0.852","1.66","0.436","2.221","2.622","0.645","0.542","0.042","0.1","0.068","0.033"
"BVL130","2016.0","26.0","06/21/2016 09:00:00","06/28/2016 08:00:00","1.038","1.76","0.641","2.122","2.729","0.496","0.655","0.066","0.114","0.062","0.032"
"STK138","2016.0","26.0","06/21/2016 09:00:00","06/28/2016 08:00:00","0.636","1.049","0.717","1.223","1.921","0.382","0.817","0.035","0.215","0.07","0.033"
"ALH157","2016.0","26.0","06/21/2016 09:00:00","06/28/2016 08:00:00","1.518","1.598","0.833","1.437","2.247","0.537","1.062","0.11","0.111","0.071","0.032"
"STK138","2016.0","27.0","06/28/2016 09:00:00","07/05/2016 08:00:00","0.477","0.852","0.605","0.982","1.571","0.306","0.629","0.014","0.268","0.12","0.032"
"ALH157","2016.0","27.0","06/28/2016 09:00:00","07/05/2016 08:00:00","0.762","1.348","0.376","1.12","1.477","0.307","0.294","0.014","0.054","0.209","0.033"
"BVL130","2016.0","27.0","06/28/2016 09:00:00","07/05/2016 08:00:00","0.575","1.028","0.854","1.402","2.234","0.385","0.39","0.015","0.091","0.095","0.033"
"ALH157","2017.0","23.0","06/06/2017 09:00:00","06/13/2017 08:00:00","0.822","1.128","0.59","1.56","2.125","0.443","0.847","0.074","0.131","0.092","0.033"
"BVL130","2017.0","23.0","06/06/2017 09:00:00","06/13/2017 08:00:00","0.918","1.167","0.49","1.226","1.696","0.467","0.845","0.065","0.144","0.105","0.032"
"STK138","2017.0","23.0","06/06/2017 09:00:00","06/13/2017 08:00:00","0.706","1.134","0.637","1.04","1.66","0.477","1.775","0.047","0.343","0.078","0.033"
"STK138","2017.0","24.0","06/13/2017 09:00:00","06/20/2017 08:00:00","0.365","0.851","0.543","1.147","1.672","0.334","0.483","0.06","0.161","0.062","0.032"
"ALH157","2017.0","24.0","06/13/2017 09:00:00","06/20/2017 08:00:00","0.562","1.212","0.721","1.119","1.822","0.446","0.389","0.113","0.066","0.076","0.033"
"BVL130","2017.0","24.0","06/13/2017 09:00:00","06/20/2017 08:00:00","0.499","1.183","0.586","1.399","1.962","0.469","0.3","0.1","0.058","0.058","0.033"
"BVL130","2017.0","25.0","06/20/2017 09:00:00","06/27/2017 08:00:00","0.43","0.958","0.545","0.921","1.452","0.369","0.685","0.026","0.153","0.05","0.033"
"STK138","2017.0","25.0","06/20/2017 09:00:00","06/27/2017 08:00:00","0.403","0.632","0.46","0.837","1.284","0.302","0.505","0.012","0.165","0.207","0.033"
"ALH157","2017.0","25.0","06/20/2017 09:00:00","06/27/2017 08:00:00","0.571","0.928","0.506","0.991","1.482","0.35","0.784","0.035","0.075","0.064","0.033"
"STK138","2017.0","26.0","06/27/2017 09:00:00","07/04/2017 08:00:00","0.383","1.006","0.878","0.737","1.603","0.353","0.577","0.011","0.167","0.224","0.035"
"BVL130","2017.0","26.0","06/27/2017 09:00:00","07/04/2017 08:00:00","0.691","1.49","0.654","1.124","1.76","0.598","0.641","0.018","0.141","0.116","0.033"
"ALH157","2017.0","26.0","06/27/2017 09:00:00","07/04/2017 08:00:00","0.543","1.486","0.681","1.115","1.779","0.47","0.731","0.027","0.083","0.174","0.033"
"BVL130","2018.0","23.0","06/05/2018 09:00:00","06/12/2018 08:00:00","0.526","1.368","1.067","1.269","2.316","0.528","0.738","0.034","0.125","0.067","0.033"
"STK138","2018.0","23.0","06/05/2018 09:00:00","06/12/2018 08:00:00","0.312","1.159","1.892","0.933","2.81","0.583","0.696","0.027","0.257","0.08","0.044"
"ALH157","2018.0","23.0","06/05/2018 09:00:00","06/12/2018 08:00:00","0.686","1.548","0.797","1.88","2.648","0.569","0.837","0.078","0.113","0.099","0.033"
"STK138","2018.0","24.0","06/12/2018 09:00:00","06/19/2018 08:00:00","0.465","1.349","0.614","1.494","2.084","0.418","0.559","0.142","0.167","0.076","0.032"
"BVL130","2018.0","24.0","06/12/2018 09:00:00","06/19/2018 08:00:00","0.754","1.846","0.619","1.534","2.129","0.67","0.467","0.137","0.091","0.091","0.034"
"ALH157","2018.0","24.0","06/12/2018 09:00:00","06/19/2018 08:00:00","0.93","1.954","0.899","1.875","2.744","0.628","0.772","0.233","0.113","0.146","0.096"
"STK138","2018.0","25.0","06/19/2018 09:00:00","06/26/2018 08:00:00","0.289","0.909","0.618","1.442","2.038","0.498","0.258","0.019","0.084","0.078","0.032"
"ALH157","2018.0","25.0","06/19/2018 09:00:00","06/26/2018 08:00:00","0.729","1.473","0.483","1.012","1.479","0.476","0.326","0.088","0.054","0.071","0.033"
"BVL130","2018.0","25.0","06/19/2018 09:00:00","06/26/2018 08:00:00","0.335","1.181","0.375","1.281","1.635","0.462","0.165","0.038","0.033","0.056","0.033"
"BVL130","2018.0","26.0","06/26/2018 09:00:00","07/03/2018 08:00:00","0.559","1.464","0.345","1.164","1.491","0.427","0.358","0.103","0.083","0.081","0.033"
"ALH157","2018.0","26.0","06/26/2018 09:00:00","07/03/2018 08:00:00","0.59","1.585","0.465","1.146","1.593","0.448","0.314","0.167","0.067","0.115","0.032"
"STK138","2018.0","26.0","06/26/2018 09:00:00","07/03/2018 08:00:00","0.464","1.178","0.596","0.892","1.474","0.448","0.402","0.098","0.125","0.083","0.033"
"ALH157","2019.0","23.0","06/04/2019 09:00:00","06/11/2019 08:00:00","0.598","1.384","0.645","1.408","2.03","0.591","0.516","0.03","0.066","0.081","0.033"
"STK138","2019.0","23.0","06/04/2019 09:00:00","06/11/2019 08:00:00","0.547","1.231","0.714","1.588","2.277","0.585","0.596","0.028","0.174","0.095","0.032"
"BVL130","2019.0","23.0","06/04/2019 09:00:00","06/11/2019 08:00:00","0.591","1.376","0.791","1.713","2.477","0.661","0.645","0.03","0.136","0.088","0.036"
"STK138","2019.0","24.0","06/11/2019 09:00:00","06/18/2019 08:00:00","0.294","0.671","0.884","0.487","1.363","0.32","0.471","0.011","0.127","0.065","0.033"
"BVL130","2019.0","24.0","06/11/2019 09:00:00","06/18/2019 08:00:00","0.639","1.237","2.017","0.878","2.881","0.827","0.414","0.016","0.066","0.065","0.033"
"ALH157","2019.0","24.0","06/11/2019 09:00:00","06/18/2019 08:00:00","0.486","1.177","1.152","0.804","1.942","0.544","0.597","0.028","0.074","0.084","0.033"
"ALH157","2019.0","25.0","06/18/2019 09:00:00","06/25/2019 08:00:00","0.581","1.071","0.362","0.997","1.343","0.403","0.184","0.029","0.028","0.08","0.033"
"STK138","2019.0","25.0","06/18/2019 09:00:00","06/25/2019 08:00:00","0.273","0.922","0.609","0.946","1.54","0.496","0.156","0.017","0.052","0.073","0.033"
"BVL130","2019.0","25.0","06/18/2019 09:00:00","06/25/2019 08:00:00","0.412","1.278","0.372","2.159","2.496","0.49","0.137","0.032","0.035","0.073","0.033"
"ALH157","2019.0","26.0","06/25/2019 09:00:00","07/02/2019 08:00:00","0.662","1.239","0.553","1.257","1.791","0.473","0.602","0.063","0.067","0.096","0.032"
"STK138","2019.0","26.0","06/25/2019 09:00:00","07/02/2019 08:00:00","0.342","1.025","1.04","0.939","1.964","0.37","0.8","0.071","0.152","0.101","0.032"
"BVL130","2019.0","26.0","06/25/2019 09:00:00","07/02/2019 08:00:00","0.773","1.367","0.493","1.304","1.776","0.529","0.355","0.066","0.063","0.076","0.033"
"BVL130","2020.0","23.0","06/02/2020 09:00:00","06/09/2020 08:00:00","0.837","0.913","0.434","1.812","2.217","0.403","0.56","0.024","0.089","0.06","0.037"
"STK138","2020.0","23.0","06/02/2020 09:00:00","06/09/2020 08:00:00","0.519","0.783","0.441","1.323","1.743","0.335","0.729","0.023","0.228","0.075","0.032"
"ALH157","2020.0","23.0","06/02/2020 09:00:00","06/09/2020 08:00:00","1.13","1.395","0.551","1.915","2.435","0.483","0.756","0.037","0.089","0.091","0.034"
"BVL130","2020.0","24.0","06/09/2020 09:00:00","06/16/2020 08:00:00","0.542","1.001","0.522","1.271","1.773","0.468","0.503","0.053","0.108","0.064","0.033"
"ALH157","2020.0","24.0","06/09/2020 09:00:00","06/16/2020 08:00:00","0.613","1.019","0.463","1.095","1.54","0.414","0.684","0.047","0.068","0.069","0.033"
"STK138","2020.0","24.0","06/09/2020 09:00:00","06/16/2020 08:00:00","0.516","0.542","0.381","1.093","1.456","0.265","0.47","0.016","0.147","0.06","0.033"
"ALH157","2020.0","25.0","06/16/2020 09:00:00","06/23/2020 08:00:00","0.687","1.753","0.694","1.565","2.235","0.694","0.672","0.041","0.081","0.082","0.035"
"STK138","2020.0","25.0","06/16/2020 09:00:00","06/23/2020 08:00:00","0.39","1.162","0.56","1.254","1.794","0.448","0.653","0.019","0.198","0.067","0.034"
"BVL130","2020.0","25.0","06/16/2020 09:00:00","06/23/2020 08:00:00","0.504","1.624","0.56","2.19","2.715","0.601","0.564","0.031","0.087","0.064","0.033"
"STK138","2020.0","26.0","06/23/2020 09:00:00","06/30/2020 08:00:00","0.295","0.814","0.661","0.806","1.454","0.268","0.462","0.071","0.117","0.08","0.039"
"BVL130","2020.0","26.0","06/23/2020 09:00:00","06/30/2020 08:00:00","0.446","1.126","0.713","0.941","1.639","0.344","0.459","0.128","0.108","0.1","0.054"
"ALH157","2020.0","26.0","06/23/2020 09:00:00","06/30/2020 08:00:00","0.531","1.446","1.169","0.986","2.139","0.354","0.857","0.305","0.172","0.158","0.303"
"BVL130","2020.0","27.0","06/30/2020 09:00:00","07/07/2020 08:00:00","0.654","2.159","1.086","3.107","4.144","0.551","0.584","0.044","0.197","0.622","0.032"
"STK138","2020.0","27.0","06/30/2020 09:00:00","07/07/2020 08:00:00","0.408","1.412","0.653","2.161","2.78","0.495","0.862","0.057","0.306","0.216","0.033"
"ALH157","2020.0","27.0","06/30/2020 09:00:00","07/07/2020 08:00:00","0.71","2.284","0.261","1.804","2.036","0.733","0.27","0.045","0.067","0.228","0.031"
"STK138","2015.0","28.0","07/07/2015 09:00:00","07/14/2015 08:00:00","0.52","1.863","0.449","1.5","1.925","0.582","0.486","0.043","0.153","0.085","0.032"
"ALH157","2015.0","28.0","07/07/2015 09:00:00","07/14/2015 08:00:00","1.142","2.006","0.652","0.893","1.53","0.596","0.381","0.178","0.068","0.091","0.033"
"BVL130","2015.0","28.0","07/07/2015 09:00:00","07/14/2015 08:00:00","0.936","2.223","0.353","1.295","1.627","0.719","0.237","0.088","0.047","0.064","0.033"
"STK138","2015.0","29.0","07/14/2015 09:00:00","07/21/2015 08:00:00","0.397","1.077","0.503","0.667","1.16","0.415","0.624","0.034","0.166","0.061","0.028"
"ALH157","2015.0","29.0","07/14/2015 09:00:00","07/21/2015 08:00:00","1.311","2.242","0.927","0.857","1.769","0.624","0.667","0.115","0.078","0.069","0.032"
"BVL130","2015.0","29.0","07/14/2015 09:00:00","07/21/2015 08:00:00","1.139","1.674","0.217","0.88","1.083","0.388","0.492","0.045","0.096","0.048","0.033"
"STK138","2015.0","30.0","07/21/2015 09:00:00","07/28/2015 08:00:00","0.883","2.239","0.853","1.032","1.869","0.79","0.696","0.023","0.242","0.068","0.032"
"ALH157","2015.0","30.0","07/21/2015 09:00:00","07/28/2015 08:00:00","0.813","2.442","0.543","1.173","1.697","0.872","0.429","0.031","0.052","0.061","0.033"
"BVL130","2015.0","30.0","07/21/2015 09:00:00","07/28/2015 08:00:00","0.994","2.481","0.487","1.888","2.345","0.686","0.561","0.021","0.112","0.05","0.033"
"BVL130","2015.0","31.0","07/28/2015 09:00:00","08/04/2015 08:00:00","1.021","1.45","0.539","0.68","1.208","0.546","0.765","0.022","0.111","0.06","0.035"
"ALH157","2015.0","31.0","07/28/2015 09:00:00","08/04/2015 08:00:00","0.837","1.396","0.483","0.822","1.292","0.57","0.903","0.031","0.075","0.067","0.032"
"STK138","2015.0","31.0","07/28/2015 09:00:00","08/04/2015 08:00:00","0.983","0.988","0.546","0.534","1.072","0.388","1.364","0.022","0.279","0.066","0.036"
"STK138","2016.0","28.0","07/05/2016 09:00:00","07/12/2016 08:00:00","0.481","1.187","0.445","0.857","1.288","0.439","0.366","0.047","0.107","0.071","0.033"
"ALH157","2016.0","28.0","07/05/2016 09:00:00","07/12/2016 08:00:00","0.679","1.559","0.41","0.934","1.33","0.494","0.356","0.068","0.049","0.083","0.032"
"BVL130","2016.0","28.0","07/05/2016 09:00:00","07/12/2016 08:00:00","0.52","1.512","0.325","1.011","1.319","0.571","0.257","0.021","0.05","0.091","0.033"
"STK138","2016.0","29.0","07/12/2016 09:00:00","07/19/2016 08:00:00","0.455","0.857","0.372","0.68","1.041","0.308","0.369","0.042","0.113","0.066","0.033"
"ALH157","2016.0","29.0","07/12/2016 09:00:00","07/19/2016 08:00:00","0.898","1.702","0.641","0.991","1.616","0.342","0.555","0.158","0.086","0.112","0.032"
